Name	Group	Organism	COX1_beg	COX1_end
NC_015819	Actinopterygii	Hepsetus odoe	5483	7042
NC_015822	Actinopterygii	Siniperca chuatsi	5479	7038
NC_015823	Actinopterygii	Diplomystes nahuelbutaensis	5481	7031
NC_015824		Cyanopica cyanus	5403	6953
NC_015827	Actinopterygii	Heteropneustes fossilis	5462	7012
NC_015828	Mammalia	Myotis formosus	5336	6880
NC_015833	Actinopterygii	Malapterurus electricus	5470	7017
NC_015834	Actinopterygii	Apareiodon affinis	5457	7004
NC_015836	Actinopterygii	Distichodus sexfasciatus	5475	7025
NC_015837	Actinopterygii	Pareutropius debauwi	5460	7010
NC_015838	Actinopterygii	diploid Xenocypris davidi x Megalobrama amblycephala	6440	7990
NC_015839	Actinopterygii	Pangasius larnaudii	5479	7029
NC_015840	Actinopterygii	Pygocentrus nattereri	5477	7033
NC_015841	Mammalia	Lepus capensis	5345	6886
NC_015887		Spilornis cheela	9958	11508
NC_015888	Actinopterygii	Tachysurus fulvidraco	5470	7020
NC_015889	Mammalia	Ovis canadensis	5330	6874
NC_015897		Crossoptilon auritum	6551	8101
NC_015898		Gracula religiosa	5400	6950
NC_015984	Actinopterygii	Lepomis macrochirus	5477	7027
NC_015986		Chelodina oblonga	5390	6928
NC_015987	Actinopterygii	Siniperca knerii	5478	7037
NC_015989		Chelus fimbriatus	5381	6919
NC_015992	Actinopterygii	Tridentiger bifasciatus	5504	7063
NC_015995	Actinopterygii	Hucho bleekeri	6809	8359
NC_016008	Mammalia	Manis pentadactyla	5326	6876
NC_016020	Actinopterygii	Caulophryne pelagica	5456	7006
NC_016055	Mammalia	Neodon irene	5300	6844
NC_016059		Pelophylax chosenicus	8508	10044
NC_016060	Mammalia	Apodemus peninsulae	5315	6859
NC_016061	Mammalia	Equus hemionus	5356	6900
NC_016178	Mammalia	Cervus nippon kopschi	5334	6878
NC_016189	Mammalia	Prionailurus bengalensis euptilurus	6196	7740
NC_016191	Mammalia	Rhinolophus ferrumequinum korai	5342	6886
NC_016194	Actinopterygii	Oxuderces dentatus	5473	7026
NC_016195	Actinopterygii	Boleophthalmus pectinirostris	5473	7026
NC_016420	Actinopterygii	Scomberomorus niphonius	5480	7039
NC_016422	Mammalia	Oryx gazella	5321	6865
NC_016424		Sibynophis collaris	6184	7785
NC_016426	Actinopterygii	Hucho taimen	6645	8195
NC_016427	Mammalia	Myodes regulus	5309	6853
NC_016428	Mammalia	Apodemus agrarius	5317	6861
NC_016429	Chondrichthyes	Leucoraja erinacea	5478	7034
NC_016661	Actinopterygii	Lutjanus argentimaculatus	5486	7036
NC_016662	Mammalia	Apodemus chejuensis	5317	6861
NC_016663	Actinopterygii	Sundasalanx sp. Chao Phraya	5456	7006
NC_016664	Actinopterygii	Glossogobius olivaceus	5472	7025
NC_016666	Mammalia	Sapajus apella	5319	6875
NC_016667	Actinopterygii	Harengula jaguana	5487	7037
NC_016669	Actinopterygii	Sprattus muelleri	5475	7025
NC_016671	Actinopterygii	Hyperlophus vittatus	5465	7015
NC_016672	Actinopterygii	Sillago sihama	5504	7054
NC_016673	Actinopterygii	Sprattus antipodum	5476	7026
NC_016674	Actinopterygii	Potamalosa richmondia	5468	7018
NC_016678	Actinopterygii	Odaxothrissa losera	5485	7035
NC_016679		Crossoptilon crossoptilon	6544	8094
NC_016682	Actinopterygii	Tenualosa ilisha	5477	7027
NC_016683	Actinopterygii	Microthrissa royauxi	5484	7034
NC_016685		Mauremys sinensis	5393	6940
NC_016686	Chondrichthyes	Chiloscyllium punctatum	5463	7019
NC_016688	Actinopterygii	Potamothrissa acutirostris	5485	7035
NC_016689	Mammalia	Pseudois schaeferi	5333	6877
NC_016691		Sacalia bealei	5394	6938
NC_016693	Actinopterygii	Trypauchen vagina	5466	7019
NC_016694	Actinopterygii	Konosirus punctatus	5480	7030
NC_016695	Actinopterygii	Microthrissa congica	5485	7035
NC_016698	Actinopterygii	Potamothrissa obtusirostris	5486	7036
NC_016700	Actinopterygii	Tenualosa toli	5482	7032
NC_016701	Actinopterygii	Amphiprion bicinctus	5487	7052
NC_016702	Actinopterygii	Clupeichthys aesarnensis	5468	7018
NC_016705	Actinopterygii	Clupeichthys perakensis	5466	7016
NC_016706	Actinopterygii	Escualosa thoracata	5485	7044
NC_016707	Mammalia	Przewalskium albirostris	5332	6876
NC_016709	Actinopterygii	Clupeoides borneensis	5466	7016
NC_016710	Actinopterygii	Ethmidium maculatum	5469	7019
NC_016714	Actinopterygii	Clupeoides sp. Chao Phraya	5472	7022
NC_016715	Actinopterygii	Gudusia chapra	5478	7028
NC_016717	Actinopterygii	Ehirava fluviatilis	5472	7022
NC_016719	Actinopterygii	Tenualosa thibaudeaui	5481	7031
NC_016721	Actinopterygii	Clupeichthys goniognathus	5467	7017
NC_016723		Mergus squamatus	6441	7991
NC_016725	Actinopterygii	Sundasalanx praecox	5456	7006
NC_016726	Actinopterygii	Sardinella albella	5487	7037
NC_016755		Eremias argus	5283	6839
NC_016867	Actinopterygii	Sciaenops ocellatus	5483	7039
NC_016868	Actinopterygii	Seriola quinqueradiata	5508	7058
NC_016869	Actinopterygii	Seriola lalandi	5503	7053
NC_016870	Actinopterygii	Seriola dumerili	5503	7053
NC_016871	Mammalia	Artibeus lituratus	5341	6885
NC_016872	Mammalia	Plecotus rafinesquii	5315	6859
NC_016873	Mammalia	Lasiurus borealis	5345	6889
NC_016892	Actinopterygii	Catla catla	6423	7973
NC_016920	Mammalia	Muntiacus vuquangensis	5336	6880
NC_016923		Caretta caretta	5398	6945
NC_016951		Mauremys japonica	5395	6942
NC_016987	Actinopterygii	Chrysochir aureus	5493	7049
NC_017599	Mammalia	Apodemus chevrieri	5314	6858
NC_017601		Saundersilarus saundersi	5393	6943
NC_017603	Actinopterygii	Acipenser baerii	5508	7061
NC_017604		Cygnus columbianus bewickii	5421	6971
NC_017606	Actinopterygii	Dendrophysa russelii	5511	7067
NC_017607		Sternotherus carinatus	5383	6931
NC_017608	Actinopterygii	Labeo rohita	6446	7996
NC_017610	Actinopterygii	Argyrosomus japonicus	5482	7038
NC_017611	Actinopterygii	Cirrhinus mrigala	6423	7973
NC_017614	Actinopterygii	Labeo calbasu	6423	7973
NC_017838	Actinopterygii	Oncorhynchus keta	5467	7017
NC_017870		Echinotriton andersoni	5310	6869
NC_017875		Mauremys annamensis	5534	7081
NC_017876	Actinopterygii	Agonostomus monticola	5486	7072
NC_017878		Cuora picturata	5373	6920
NC_017879	Actinopterygii	Aldrichetta forsteri	5473	7068
NC_017880	Actinopterygii	Bostrychus sinensis	5476	7029
NC_017881	Actinopterygii	Chaenomugil proboscideus	5469	7064
NC_017882	Chondrichthyes	Chiloscyllium griseum	5473	7029
NC_017883	Actinopterygii	Chelon labrosus	5480	7075
NC_017884	Actinopterygii	Crenimugil crenilabis	5483	7045
NC_017885		Cuora bourreti	5391	6938
NC_017887	Actinopterygii	Liza affinis	5470	7065
NC_017888	Actinopterygii	Scartelaos histophorus	5483	7036
NC_017889	Actinopterygii	Mugil curema	5482	7041
NC_017892	Actinopterygii	Myxus capensis	5630	7225
NC_017893	Actinopterygii	Oedalechilus labeo	5518	7101
NC_017895	Actinopterygii	Opistognathus jacksoniensis	5479	7059
NC_017897	Actinopterygii	Rhinomugil nasutus	5500	7056
NC_017898	Actinopterygii	Sicamugil cascasia	5479	7071
NC_017900	Actinopterygii	Trachinops taeniatus	5709	7259
NC_017901		Rafetus swinhoei	5402	6946
NC_018032	Mammalia	Hydropotes inermis argyropus	5325	6869
NC_018033		Ithaginis cruentus	6550	8097
NC_018034		Tetraophasis obscurus	6575	8125
NC_018035	Actinopterygii	Cyprinus carpio carpio	5476	7026
NC_018036	Actinopterygii	Cyprinus carpio xingguonensis	5476	7026
NC_018037	Actinopterygii	Cyprinus carpio haematopterus	5476	7026
NC_018038	Actinopterygii	Cyprinus carpio wuyuanensis x Carassius auratus	5476	7026
NC_018039	Actinopterygii	Cyprinus carpio wuyuanensis	5477	7027
NC_018043	Actinopterygii	Onychostoma lini	5479	7029
NC_018045	Actinopterygii	Lateolabrax maculatus	5484	7034
NC_018052	Chondrichthyes	Scoliodon macrorhynchos	5454	7010
NC_018053	Mammalia	Panthera leo persica	6222	7775
NC_018054	Actinopterygii	Stiphodon alcedo	5480	7033
NC_018057	Mammalia	Rhinopithecus brelichi	5325	6869
NC_018058	Mammalia	Rhinopithecus bieti 1 RL-2012	5324	6868
NC_018059	Mammalia	Rhinopithecus strykeri	5324	6868
NC_018060	Mammalia	Rhinopithecus bieti 2 RL-2012	5324	6868
NC_018062	Mammalia	Pygathrix cinerea 1 RL-2012	5310	6851
NC_018063	Mammalia	Pygathrix cinerea 2 RL-2012	5308	6852
NC_018096	Mammalia	Saimiri boliviensis boliviensis	5314	6855
NC_018098	Mammalia	Eospalax baileyi	5318	6862
NC_018099	Actinopterygii	Gobiocypris rarus	5489	7039
NC_018115	Mammalia	Aotus azarai azarai	5330	6886
NC_018116	Mammalia	Aotus nancymaae	5324	6880
NC_018119	Actinopterygii	Anoplopoma fimbria	5483	7033
NC_018134	Actinopterygii	Ctenopharyngodon idella x Megalobrama amblycephala	5492	7042
NC_018358	Mammalia	Elaphurus davidianus	5329	6873
NC_018367	Mammalia	Marmota himalayana	5352	6893
NC_018368		Hemitheconyx caudicinctus	5252	6826
NC_018534	Actinopterygii	Hemibarbus maculatus	5492	7042
NC_018535	Mammalia	Eospalax rothschildi	5321	6865
NC_018539	Mammalia	Rhinolophus luctus	5349	6893
NC_018540	Mammalia	Hipposideros armiger	5342	6886
NC_018546	Actinopterygii	Oryzias melastigma	5450	7006
NC_018548		Larus brunnicephalus	5371	6921
NC_018550		Natator depressus	5414	6961
NC_018553	Actinopterygii	Acanthopagrus schlegelii	5484	7049
NC_018566	Actinopterygii	Sahyadria chalakkudiensis	5482	7032
NC_018567	Actinopterygii	Repomucenus curvicornis	5427	6971
NC_018595	Mammalia	Cervus nippon sichuanicus	5335	6879
NC_018598	Mammalia	Uropsilus sp. 1 FT-2014	5338	6882
NC_018603	Mammalia	Kobus leche	5322	6866
NC_018753	Mammalia	Nomascus gabriellae	5325	6866
NC_018755	Actinopterygii	Koreocobitis rotundicaudata	5466	7016
NC_018775		Xenopus victorianus	5397	6953
NC_018776		Xenopus borealis	5392	6948
NC_018780	Mammalia	Equus zebra hartmannae	5355	6899
NC_018781	Mammalia	Equus burchellii chapmani	5354	6898
NC_018782	Mammalia	Equus hemionus kulan	5356	6900
NC_018783	Mammalia	Equus ovodovi	5358	6902
NC_018793		Cyclemys dentata	5386	6933
NC_018814	Actinopterygii	Petrochromis trewavasae	5471	7066
NC_018815	Actinopterygii	Tropheus moorii	5472	7067
NC_018822		Protopterus annectens	5325	6872
NC_018823	Actinopterygii	Tridentiger barbatus	5489	7042
NC_018824	Actinopterygii	Glossogobius circumspectus	5477	7030
NC_018825	Actinopterygii	Leuciscus waleckii	5491	7041
NC_018865		Podocnemis unifilis	5358	6908
NC_019441	Mammalia	Globicephala melas	5364	6914
NC_019572	Actinopterygii	Perca flavescens	5472	7031
NC_019574	Actinopterygii	Alburnus istanbulensis	5497	7047
NC_019577	Mammalia	Pseudorca crassidens	5365	6915
NC_019578	Mammalia	Globicephala macrorhynchus	5363	6913
NC_019579	Mammalia	Trachypithecus hatinhensis	5329	6873
NC_019580	Mammalia	Trachypithecus germaini	5326	6870
NC_019582	Mammalia	Trachypithecus vetulus	5327	6871
NC_019583	Mammalia	Trachypithecus johnii	5324	6868
NC_019584	Mammalia	Apodemus draco	5326	6870
NC_019585	Mammalia	Apodemus latronum	5325	6869
NC_019586		Herpele squalostoma	5296	6843
NC_019588	Mammalia	Feresa attenuata	5367	6917
NC_019589	Mammalia	Peponocephala electra	5365	6915
NC_019591	Mammalia	Orcaella heinsohni	5368	6918
NC_019604	Actinopterygii	Gymnocypris przewalskii ganzihonensis	6418	7968
NC_019605	Actinopterygii	Gymnocypris eckloni	6422	7972
NC_019614	Actinopterygii	Phoxinus keumkang	5484	7034
NC_019621	Actinopterygii	Pararasbora moltrechti	5494	7044
NC_019626	Mammalia	Neotetracus sinensis	5349	6893
NC_019641	Chondrichthyes	Taeniura meyeni	5516	7072
NC_019644	Actinopterygii	Coilia mystus	5477	7027
NC_019645	Actinopterygii	Harpadon nehereus	5442	6992
NC_019646	Actinopterygii	Hapalogenys analis	5475	7025
NC_019799	Mammalia	Aotus lemurinus	5325	6881
NC_019800	Mammalia	Ateles belzebuth	5322	6878
NC_019801	Mammalia	Plecturocebus donacophilus	5320	6864
NC_019811	Actinopterygii	Luciogobius platycephalus	5466	7019
NC_020032	Actinopterygii	Psettodes erumei	5521	7071
NC_020038		Phyllodactylus unctus	5255	6815
NC_020039		Cnemaspis limi	5347	6903
NC_020044		Kaloula borealis	5333	6883
NC_020046	Actinopterygii	Epinephelus fuscoguttatus	5500	7050
NC_020047	Actinopterygii	Hyporthodus octofasciatus	5508	7058
NC_020048		Bufo tibetanus	5533	7074
NC_020093	Mammalia	Moschus chrysogaster	5326	6870
NC_020096	Actinopterygii	Puntius semifasciolatus	5472	7022
NC_020097	Actinopterygii	Puntius snyderi	5471	7021
NC_020149	Actinopterygii	Scopelengys tristis	5472	7022
NC_020150	Actinopterygii	Neoscopelus macrolepidotus	5437	6987
NC_020151	Actinopterygii	Lampadena atlantica	5640	7190
NC_020325		Psittacara acuticaudatus acuticaudatus	5374	6921
NC_020337	Actinopterygii	Liobagrus kingi	5446	6996
NC_020338	Actinopterygii	Luciobarbus capito	5424	6974
NC_020344	Actinopterygii	Pseudobagrus ussuriensis	5474	7024
NC_020345	Actinopterygii	Oxyurichthys formosanus	5483	7036
NC_020346	Actinopterygii	Acentrogobius chlorostigmatoides	5474	7027
NC_020347	Actinopterygii	Amoya chusanensis	5457	7010
NC_020350	Actinopterygii	Perccottus glenii	5454	7007
NC_020359	Actinopterygii	Lepomis cyanellus	5473	7023
NC_020432	Mammalia	Equus grevyi	5353	6897
NC_020461	Actinopterygii	Ammodytes hexapterus	5480	7039
NC_020462	Actinopterygii	Pseudolaubuca engraulis	5495	7045
NC_020468	Actinopterygii	Setipinna taty	5478	7022
NC_020608	Actinopterygii	Sarcocheilichthys nigripinnis	5493	7043
NC_020611	Chondrichthyes	Carcharhinus obscurus	5463	7019
NC_020657	Mammalia	Proechimys longicaudatus	5318	6859
NC_020659	Mammalia	Ctenomys leucodon	5336	6880
NC_020758	Mammalia	Acomys cahirinus	5293	6837
NC_020781	Actinopterygii	Schizothorax oconnori	5293	6837
NC_020782	Actinopterygii	Epinephelus fasciatomaculosus	5507	7057
NC_020783	Actinopterygii	Lophiogobius ocellicauda	5458	7020
NC_020784	Actinopterygii	Epinephelus latifasciatus	5503	7052
NC_020785	Actinopterygii	Epinephelus areolatus	5504	7054
NC_020786	Actinopterygii	Chaeturichthys stigmatias	5454	7007
NC_021001		Pseudohynobius shuichengensis	5347	6897
NC_021107	Actinopterygii	Hippocampus trimaculatus	5476	7029
NC_021132	Chondrichthyes	Dasyatis akajei	5528	7084
NC_021133	Actinopterygii	Epinephelus stictus	5505	7055
NC_021134	Actinopterygii	Cephalopholis boenak	5512	7062
NC_021136	Actinopterygii	Siniperca obscura	6306	7865
NC_021137		Pygoscelis adeliae	5400	6950
NC_021369		Chikila fulleri	5347	6894
NC_021376	Actinopterygii	Paraplagusia japonica	6477	8027
NC_021377	Actinopterygii	Zebrias zebra	5496	7046
NC_021393	Actinopterygii	Pseudobagrus brevicaudatus	5470	7020
NC_021395	Actinopterygii	Pseudobagrus truncatus	5473	7023
NC_021414	Actinopterygii	Ancherythroculter nigrocauda	5473	7023
NC_021418	Actinopterygii	Chanodichthys dabryi	5494	7044
NC_021420	Actinopterygii	Gymnocypris namensis	5494	7044
NC_021442	Chondrichthyes	Megachasma pelagios	5447	7000
NC_021443	Chondrichthyes	Alopias superciliosus	5447	7000
NC_021445		Schoeniclus spodocephala	5408	6958
NC_021446	Actinopterygii	Anodontostoma chacunda	5489	7039
NC_021447	Actinopterygii	Nematalosa come	5487	7037
NC_021448	Actinopterygii	Schizothorax richardsonii	5487	7037
NC_021450	Actinopterygii	Epinephelus quoyanus	5512	7062
NC_021451	Actinopterygii	Microphysogobio alticorpus	5494	7044
NC_021454	Actinopterygii	Hippocampus histrix	5458	7011
NC_021460	Actinopterygii	Psenopsis anomala	5498	7048
NC_021462	Actinopterygii	Epinephelus epistictus	5505	7055
NC_021473	Actinopterygii	Onychostoma alticorpus	5490	7040
NC_021478	Mammalia	Rhizomys pruinosus	5311	6855
NC_021612	Actinopterygii	Epinephelus trimaculatus	5509	7059
NC_021614	Actinopterygii	Cromileptes altivelis	5499	7049
NC_021615	Chondrichthyes	Heterodontus zebra	5474	7030
NC_021616	Actinopterygii	Spinibarbus denticulatus	5488	7038
NC_021619	Actinopterygii	Psenes pellucidus	5479	7029
NC_021621		Ficedula albicollis	5385	6944
NC_021651	Actinopterygii	Parahucho perryi	6462	8012
NC_021749	Mammalia	Martes martes	5342	6886
NC_021751	Mammalia	Mustela altaica	5338	6882
NC_021755	Actinopterygii	Tor putitora	5480	7030
NC_021757	Actinopterygii	Acipenser schrenckii	5504	7057
NC_021763	Actinopterygii	Micropercops swinhonis	5463	7016
NC_021764		Psittacara brevipes	5365	6912
NC_021765	Actinopterygii	Epinephelus sexfasciatus	5503	7053
NC_021768	Chondrichthyes	Glyphis glyphis	5458	7014
NC_021935	Actinopterygii	Garra orientalis	5477	7027
NC_021937		Quasipaa boulengeri	5810	7360
NC_021938	Mammalia	Alouatta caraya	5322	6861
NC_021939	Mammalia	Aotus azarai	5328	6884
NC_021940	Mammalia	Avahi laniger	5350	6894
NC_021941	Mammalia	Callithrix geoffroyi	5316	6855
NC_021942	Mammalia	Callithrix pygmaea	5318	6874
NC_021943	Mammalia	Cercocebus chrysogaster	5328	6896
NC_021944	Mammalia	Cercopithecus albogularis	5342	6910
NC_021945	Mammalia	Cheirogaleus medius	5349	6905
NC_021946	Mammalia	Chiropotes albinasus	5320	6876
NC_021947	Mammalia	Erythrocebus patas	5323	6891
NC_021948	Mammalia	Eulemur rufus	5349	6890
NC_021949	Mammalia	Galago moholi	5396	6937
NC_021950	Mammalia	Hapalemur griseus	5343	6884
NC_021951	Mammalia	Lagothrix lagotricha	5321	6874
NC_021952	Mammalia	Leontopithecus rosalia	5317	6858
NC_021953	Mammalia	Lepilemur ruficaudatus	5362	6915
NC_021954	Mammalia	Lophocebus aterrimus	5354	6922
NC_021955	Mammalia	Loris lydekkerianus	5372	6913
NC_021956	Mammalia	Mandrillus sphinx	5329	6897
NC_021957	Mammalia	Nomascus leucogenys	5325	6875
NC_021958	Mammalia	Nycticebus bengalensis	5378	6919
NC_021959	Mammalia	Prolemur simus	5391	6932
NC_021960	Mammalia	Saguinus oedipus	5319	6875
NC_021961	Mammalia	Sapajus xanthosternos	5327	6883
NC_021963	Chondrichthyes	Hongeo koreana	5472	7028
NC_021969	Actinopterygii	Aesopia cornuta	5476	7026
NC_021974	Mammalia	Mesoplodon densirostris	5367	6917
NC_022138	Actinopterygii	Variola louti	5595	7145
NC_022139	Actinopterygii	Variola albimarginata	5590	7140
NC_022140	Actinopterygii	Triso dermopterus	5509	7059
NC_022141	Actinopterygii	Aethaloperca rogaa	5510	7060
NC_022143	Actinopterygii	Cephalopholis sonnerati	5516	7066
NC_022145	Actinopterygii	Acrossocheilus monticola	5480	7030
NC_022147	Actinopterygii	Enophrys diceraus	5477	7027
NC_022148	Chondrichthyes	Orectolobus japonicus	5462	7018
NC_022149	Actinopterygii	Spinibarbus caldwelli	5484	7034
NC_022150		Schoeniclus aureolus	5408	6958
NC_022177	Actinopterygii	Pristipomoides multidens	5495	7054
NC_022181	Actinopterygii	Mesocottus haitej	5474	7024
NC_022182	Actinopterygii	Cirrhinus molitorella	5488	7038
NC_022183	Actinopterygii	Acrossocheilus hemispinus	5473	7023
NC_022184	Actinopterygii	Acrossocheilus barbodon	5484	7034
NC_022186	Actinopterygii	Pseudogobius javanicus	5464	7017
NC_022187	Actinopterygii	Saurogobio dumerili	5490	7040
NC_022188	Actinopterygii	Biwia springeri	5490	7040
NC_022189	Actinopterygii	Gnathopogon strigatus	5489	7039
NC_022190	Actinopterygii	Squalidus wolterstorffi	5489	7039
NC_022191	Actinopterygii	Microphysogobio longidorsalis	5491	7041
NC_022192	Actinopterygii	Hemibarbus umbrifer	5494	7044
NC_022193	Chondrichthyes	Galeocerdo cuvier	5456	7012
NC_022415	Chondrichthyes	Carcharodon carcharias	5455	7008
NC_022418		Anas poecilorhyncha	5402	6952
NC_022419	Mammalia	Micronycteris megalotis	5345	6889
NC_022420	Mammalia	Anoura caudifer	5341	6885
NC_022421	Mammalia	Brachyphylla cavernarum	5340	6884
NC_022423	Mammalia	Desmodus rotundus	5334	6878
NC_022424	Mammalia	Lophostoma silvicolum	5343	6887
NC_022425	Mammalia	Pteronotus rubiginosus	5339	6883
NC_022426	Mammalia	Rhinophylla pumilio	5337	6887
NC_022427	Mammalia	Sturnira tildae	5340	6884
NC_022428	Mammalia	Tonatia saurophila	5354	6898
NC_022429	Mammalia	Vampyrum spectrum	5338	6882
NC_022430		Sibynophis chinensis	6183	7784
NC_022445	Actinopterygii	Pleuronichthys cornutus	5497	7047
NC_022446	Actinopterygii	Crossorhombus azureus	5223	6779
NC_022447	Actinopterygii	Pseudorhombus cinnamoneus	5519	7064
NC_022452		Anas crecca	5401	6951
NC_022453	Actinopterygii	Acipenser ruthenus	5512	7065
NC_022455	Actinopterygii	Novumbra hubbsi	5440	6990
NC_022456	Actinopterygii	Umbra pygmaea	5442	6998
NC_022458	Actinopterygii	Metzia formosae	5490	7040
NC_022465	Actinopterygii	Spinibarbus sinensis	5484	7034
NC_022474	Mammalia	Eptesicus serotinus	5336	6880
NC_022475	Actinopterygii	Sarcocheilichthys sinensis	5488	7038
NC_022478	Actinopterygii	Istiophorus albicans	5492	7042
NC_022479	Actinopterygii	Trichogaster lalius	5472	7031
NC_022480	Actinopterygii	Parachanna insignis	5496	7046
NC_022481	Actinopterygii	Platycephalus indicus	5484	7034
NC_022482	Actinopterygii	Dysalotus alcocki	5460	7010
NC_022484	Actinopterygii	Sphyraena barracuda	5711	7273
NC_022485	Actinopterygii	Eumegistus illustris	5471	7021
NC_022486	Actinopterygii	Taractes asper	5470	7020
NC_022487	Actinopterygii	Pteraclis aesticola	5480	7030
NC_022488	Actinopterygii	Kali indica	5458	7008
NC_022489	Actinopterygii	Sphyraena japonica	5700	7259
NC_022490	Actinopterygii	Nesiarchus nasutus	5513	7075
NC_022491	Actinopterygii	Promethichthys prometheus	5519	7078
NC_022492	Actinopterygii	Thyrsitoides marleyi	5486	7036
NC_022493	Actinopterygii	Ruvettus pretiosus	5482	7032
NC_022494	Actinopterygii	Assurger anzac	5487	7046
NC_022495	Actinopterygii	Evoxymetopon poeyi	5448	7007
NC_022496	Actinopterygii	Gymnosarda unicolor	5472	7022
NC_022497	Actinopterygii	Ariomma lurida	5514	7064
NC_022498	Actinopterygii	Ariomma indicum	5515	7065
NC_022499	Actinopterygii	Tetragonurus cuvieri	5471	7021
NC_022500	Actinopterygii	Tetragonurus atlanticus	5465	7015
NC_022501	Actinopterygii	Pampus punctatissimus	5485	7035
NC_022502	Actinopterygii	Peprilus triacanthus	5477	7027
NC_022503	Actinopterygii	Rexea nakamurai	5505	7055
NC_022504	Actinopterygii	Benthodesmus tenuis	5503	7062
NC_022505	Actinopterygii	Epinnula magistralis	5499	7064
NC_022506	Actinopterygii	Aphanopus carbo	5484	7043
NC_022507	Actinopterygii	Pomatomus saltatrix	5499	7058
NC_022508	Actinopterygii	Echeneis naucrates	5489	7039
NC_022509	Actinopterygii	Epinephelus merra	5510	7060
NC_022510	Actinopterygii	Apogon semilineatus	5487	7037
NC_022511	Actinopterygii	Pterapogon kauderni	5486	7036
NC_022512	Actinopterygii	Paracirrhites arcatus	5651	7201
NC_022678	Actinopterygii	Parabramis pekinensis	6434	7984
NC_022679	Chondrichthyes	Sphyrna lewini	5463	7019
NC_022683		Arborophila ardens	6596	8146
NC_022684		Arborophila brunneopectus	6587	8137
NC_022691	Chondrichthyes	Isurus oxyrinchus	5461	7014
NC_022692	Actinopterygii	Rhinogobius giurinus	5493	7049
NC_022694	Mammalia	Myotis macrodactylus	5344	6888
NC_022696		Rana catesbeiana	5527	7080
NC_022698	Mammalia	Myotis ikonnikovi	5342	6886
NC_022700		Dopasia harti	5318	6865
NC_022702	Actinopterygii	Tor sinensis	5482	7032
NC_022703		Takydromus sexlineatus	5287	6831
NC_022704	Actinopterygii	Microphysogobio brevirostris	5491	7041
NC_022705	Actinopterygii	Pseudobagrus trilineatus	5473	7023
NC_022707	Actinopterygii	Trachinotus ovatus	5517	7067
NC_022711	Actinopterygii	Plagiognathops microlepis	5496	7046
NC_022712	Actinopterygii	Misgurnus mohoity	5461	7011
NC_022713	Actinopterygii	Channa marulius	5469	7019
NC_022717	Actinopterygii	Cobitis lutheri	5464	7014
NC_022718	Actinopterygii	Oxygymnocypris stewartii	5480	7030
NC_022719		Phrynocephalus przewalskii	6754	8301
NC_022720	Actinopterygii	Rhinogobio ventralis	5499	7049
NC_022721	Actinopterygii	Rhodeus sinensis	5482	7032
NC_022722	Actinopterygii	Hippocampus erectus	5467	7020
NC_022723	Actinopterygii	Silurus soldatovi	5469	7019
NC_022725	Actinopterygii	Pseudobagrus ondon	5474	7024
NC_022726	Actinopterygii	Pseudobagrus albomarginatus	5472	7022
NC_022728	Actinopterygii	Helostoma temminkii	5513	7069
NC_022729	Chondrichthyes	Chlamydoselachus anguineus	5449	7008
NC_022730	Chondrichthyes	Heptranchias perlo	5478	7034
NC_022731	Chondrichthyes	Notorynchus cepedianus	5500	7056
NC_022732	Chondrichthyes	Hexanchus griseus	5481	7037
NC_022733	Chondrichthyes	Hexanchus nakamurai	5476	7032
NC_022734	Chondrichthyes	Somniosus pacificus	5467	7023
NC_022735	Chondrichthyes	Pseudotriakis microdon	5463	7019
NC_022805	Mammalia	Tursiops australis	5363	6913
NC_022815		Montifringilla ruficollis	5415	6965
NC_022817		Spheniscus demersus	5412	6962
NC_022819	Chondrichthyes	Prionace glauca	5460	7016
NC_022821	Chondrichthyes	Pristis clavata	5500	7056
NC_022822	Chondrichthyes	Alopias pelagicus	5450	7003
NC_022836	Actinopterygii	Scleropages jardinii	5484	7031
NC_022837	Chondrichthyes	Aetobatus flagellum	5509	7062
NC_022839		Nucifraga columbiana	5411	6961
NC_022840		Campylorhynchus zonatus	5408	6967
NC_022841	Chondrichthyes	Rhinobatos hynnicephalus	5496	7052
NC_022842	Mammalia	Panthera onca	6223	7767
NC_022844	Actinopterygii	Salvelinus leucomaenis	6470	8020
NC_022845	Actinopterygii	Saurogobio dabryi	5494	7044
NC_022852	Actinopterygii	Pseudobrama simoni	5498	7048
NC_022854	Actinopterygii	Misgurnus bipartitus	5463	7013
NC_022855	Actinopterygii	Aspiorhynchus laticeps	5475	7025
NC_022856	Actinopterygii	Pethia conchonius	5487	7037
NC_022857		Cuora trifasciata	5389	6936
NC_022858	Actinopterygii	Barbatula nuda	5486	7036
NC_022866	Actinopterygii	Schizopyge niger	5479	7029
NC_022867	Actinopterygii	Schizothorax esocinus	5474	7024
NC_022869	Actinopterygii	Onychostoma rara	5478	7028
NC_022872		Babina okinavana	9543	11096
NC_022923	Actinopterygii	Liobagrus marginatus	5458	7008
NC_022925	Actinopterygii	Thymallus grubii	6472	8022
NC_022929	Actinopterygii	Hemiculter leucisculus	5496	7046
NC_022930	Actinopterygii	Romanogobio tenuicorpus	5490	7040
NC_022931	Actinopterygii	Gobiobotia intermedia	5491	7041
NC_022932	Actinopterygii	Caranx ignobilis	5521	7071
