	NC_018052	NC_014288	NC_024102	NC_022729	NC_028341	NC_024110	NC_023455	NC_022732	NC_023361	NC_026208	NC_026696	NC_022821	NC_002012	NC_017882	NC_026210	NC_024862	NC_030254	NC_030328	NC_023521	NC_022193	NC_025954	NC_026871	NC_030216	NC_022841	NC_021963	NC_003137	NC_028537	NC_023948	NC_023266	NC_028337	NC_028344	NC_007173	NC_024059	NC_024599	NC_024937	NC_024276	NC_022148	NC_030271	NC_026774	NC_024570	NC_014284	NC_030189	NC_024284	NC_023505	NC_025942	NC_028339	NC_000893	NC_029324	NC_021443	NC_026307	NC_022822	NC_022691	NC_026216	NC_025778	NC_025512	NC_023951	NC_029493	NC_020611	NC_000890	NC_025520	NC_001950	NC_028343	NC_029843	NC_023525	NC_022679	NC_024596	NC_021442	NC_025578	NC_022415	NC_022819	NC_027182	NC_029399	NC_029480	NC_021132	NC_023808	NC_023527	NC_023116	NC_028325	NC_022735	NC_027497	NC_028338	NC_022731	NC_022837	NC_027521	NC_014292	NC_021615	NC_003136	NC_016429	NC_028342	NC_024101	NC_023944	NC_026287	NC_021768	NC_024055	NC_007230	NC_022730	NC_022733	NC_014281	NC_025498	NC_027081	NC_019641	NC_023522	NC_027649	NC_016686	NC_028340	NC_029400	NC_030215	NC_028508	NC_025328	NC_024269	NC_022734	NC_023520	NC_026285
NC_027521	1.682	1.819	1.709	1.691	1.677	1.698	1.662	1.668	1.684	1.698	1.646	1.524	1.608	1.691	1.629	1.584	1.58	1.231	1.628	1.657	1.676	1.596	1.597	1.564	0.628	1.586	1.595	1.594	1.622	1.646	1.653	0.774	1.627	1.187	1.513	1.678	1.658	1.665	1.622	1.661	1.754	1.651	1.644	0.5851	1.159	1.656	0.9128	0.7786	1.674	1.498	1.616	1.688	1.626	1.647	1.669	1.553	1.661	1.611	1.593	1.573	1.644	1.661	1.644	1.732	1.653	1.636	1.658	1.651	1.637	1.623	1.476	1.621	1.716	1.61	1.64	1.676	1.687	1.619	1.626	1.742	1.64	1.678	1.67	0.1221	1.855	1.567	1.815	0.8601	1.63	1.67	0.4202	1.619	1.636	1.633	1.662	1.684	1.671	1.757	0.6984	1.596	1.651	1.638	1.676	1.65	1.671	1.651	1.639	1.64	1.636	1.668	1.638	1.616	1.696
NC_014292	1.822	1.525	1.843	1.823	1.842	1.857	1.87	1.829	1.836	1.858	1.841	1.856	1.861	1.857	1.854	1.841	1.856	1.825	1.851	1.837	1.876	1.846	1.817	1.815	1.863	1.846	1.818	1.847	1.816	1.837	1.834	1.852	1.845	1.828	1.869	1.878	1.85	1.87	1.844	1.855	1.524	1.884	1.839	1.842	1.826	1.826	1.85	1.862	1.849	1.842	1.815	1.864	1.827	1.844	1.862	1.814	1.864	1.885	1.828	1.868	1.799	1.836	1.857	1.903	1.84	1.876	1.869	1.871	1.845	1.857	1.872	1.862	1.854	1.843	1.892	1.861	1.84	1.883	1.872	1.888	1.835	1.847	1.891	1.87	0.1207	1.824	1.425	1.849	1.844	1.812	1.872	1.855	1.829	1.852	1.849	1.851	1.833	1.559	1.853	1.847	1.865	1.855	1.857	1.824	1.818	1.874	1.857	1.83	1.854	1.831	1.847	1.837	1.856
NC_021615	1.429	1.759	1.733	1.47	1.313	1.434	1.309	1.424	1.331	1.684	1.281	1.564	1.366	1.374	1.618	1.244	1.508	1.604	1.303	1.323	1.55	1.257	1.329	1.517	1.56	0.6751	1.312	1.324	1.316	1.313	1.36	1.542	1.368	1.641	1.56	1.396	1.352	1.709	1.316	1.674	1.768	1.374	1.315	1.564	1.597	1.262	1.557	1.578	1.341	1.56	1.252	1.437	1.326	1.32	1.658	1.511	1.302	1.258	1.362	1.255	1.374	1.278	1.266	1.689	1.322	1.312	1.373	1.464	1.38	1.339	1.569	1.412	1.399	1.605	1.688	1.391	1.657	1.651	1.407	1.664	1.301	1.356	1.674	1.57	1.833	0.1225	1.745	1.557	1.289	1.428	1.518	1.255	1.36	1.256	1.671	1.502	1.46	1.753	1.655	1.293	1.592	1.317	1.668	1.347	1.34	1.326	1.607	1.328	1.442	1.378	1.315	1.281	1.583
NC_003136	1.799	0.9629	1.875	1.798	1.764	1.843	1.799	1.793	1.815	1.858	1.778	1.768	1.748	1.801	1.829	1.775	1.822	1.774	1.745	1.761	1.814	1.763	1.769	1.782	1.803	1.751	1.771	1.735	1.756	1.739	1.75	1.867	1.767	1.806	1.75	1.824	1.78	1.832	1.777	1.857	1.427	1.786	1.777	1.825	1.792	1.728	1.831	1.81	1.782	1.779	1.781	1.818	1.759	1.768	1.791	1.802	1.784	1.731	1.774	1.751	1.808	1.741	1.761	1.878	1.765	1.748	1.782	1.826	1.801	1.78	1.771	1.765	1.816	1.794	1.824	1.771	1.812	1.84	1.771	1.854	1.746	1.832	1.862	1.8	1.411	1.742	0.1201	1.811	1.753	1.834	1.786	1.754	1.765	1.769	1.858	1.81	1.841	1.451	1.839	1.751	1.86	1.75	1.83	1.777	1.77	1.78	1.814	1.742	1.81	1.751	1.821	1.79	1.805
NC_016429	1.635	1.812	1.721	1.654	1.598	1.652	1.605	1.666	1.633	1.674	1.613	1.569	1.637	1.608	1.618	1.634	1.467	1.18	1.629	1.641	1.63	1.6	1.555	1.461	0.9427	1.577	1.582	1.656	1.591	1.601	1.627	0.9913	1.57	1.164	1.567	1.592	1.624	1.65	1.588	1.607	1.788	1.646	1.578	0.93	1.14	1.586	0.6597	0.945	1.612	1.496	1.608	1.643	1.603	1.598	1.62	1.486	1.614	1.633	1.626	1.612	1.65	1.592	1.563	1.709	1.688	1.628	1.622	1.591	1.624	1.676	1.539	1.626	1.652	1.623	1.644	1.679	1.644	1.71	1.606	1.7	1.595	1.639	1.748	0.8763	1.856	1.554	1.825	0.1225	1.607	1.66	0.8701	1.596	1.696	1.66	1.645	1.656	1.686	1.787	0.9553	1.612	1.649	1.618	1.73	1.641	1.635	1.613	1.565	1.609	1.572	1.675	1.594	1.646	1.619
NC_028342	1.021	1.793	1.742	1.529	0.6105	1.509	1.37	1.516	0.5456	1.754	0.7222	1.516	1.43	1.419	1.663	0.6912	1.51	1.594	0.7077	0.8923	1.604	0.703	1.054	1.562	1.559	1.277	1.402	0.7102	1.258	0.2385	0.2603	1.675	1.378	1.531	1.589	1.477	1.324	1.718	0.9114	1.684	1.731	1.314	0.7471	1.615	1.619	0.5531	1.632	1.631	1.244	1.545	1.262	1.383	1.263	0.9004	1.616	1.539	1.36	0.6766	0.8859	0.6757	1.228	0.5574	0.8531	1.728	0.8858	0.6896	1.328	1.479	1.358	0.7811	1.528	1.202	1.41	1.656	1.695	0.9306	1.593	1.762	1.081	1.679	0.2222	1.448	1.734	1.623	1.842	1.29	1.772	1.606	0.1226	1.35	1.602	0.7392	0.5427	0.7058	1.61	1.543	1.499	1.728	1.625	0.6934	1.674	0.7031	1.7	1.355	0.6479	0.9283	1.59	0.9635	1.453	1.355	1.383	1.249	1.662
NC_024101	1.512	1.869	1.742	1.656	1.393	1.493	1.467	1.635	1.334	1.771	1.415	1.671	1.472	1.556	1.706	1.404	1.691	1.754	1.415	1.47	1.661	1.335	1.445	1.6	1.708	1.424	1.485	1.331	1.04	1.351	1.386	1.744	1.512	1.702	1.675	1.565	1.469	1.772	1.395	1.741	1.871	1.54	1.411	1.656	1.681	1.37	1.737	1.683	1.023	1.636	1.043	0.764	1.197	1.411	1.79	1.644	1.465	1.424	1.388	1.443	1.42	1.4	1.369	1.759	1.366	1.422	1.137	1.604	0.8944	1.389	1.713	1.434	1.563	1.72	1.724	1.428	1.659	1.761	1.46	1.716	1.34	1.624	1.817	1.676	1.825	1.427	1.846	1.659	1.359	0.1226	1.659	1.403	1.388	1.337	1.779	1.676	1.662	1.864	1.703	1.344	1.701	1.437	1.756	1.501	1.443	1.456	1.775	1.331	1.577	0.8278	1.574	1.035	1.749
NC_023944	1.649	1.82	1.669	1.689	1.624	1.727	1.631	1.613	1.645	1.696	1.653	1.47	1.621	1.643	1.601	1.575	1.547	1.208	1.605	1.641	1.617	1.576	1.617	1.546	0.6152	1.538	1.615	1.571	1.608	1.624	1.616	0.7466	1.604	1.182	1.468	1.637	1.643	1.693	1.623	1.659	1.768	1.683	1.638	0.5738	1.154	1.634	0.878	0.7513	1.625	1.467	1.561	1.623	1.61	1.574	1.67	1.55	1.682	1.582	1.593	1.539	1.589	1.644	1.6	1.76	1.598	1.607	1.623	1.65	1.639	1.568	1.489	1.647	1.726	1.624	1.626	1.632	1.65	1.663	1.619	1.747	1.617	1.672	1.671	0.4202	1.877	1.515	1.811	0.8572	1.607	1.655	0.1225	1.646	1.603	1.59	1.649	1.702	1.67	1.748	0.6875	1.581	1.679	1.62	1.682	1.608	1.625	1.629	1.608	1.622	1.629	1.666	1.629	1.614	1.62
NC_026287	1.007	1.798	1.72	1.527	0.7264	1.512	1.317	1.478	0.7276	1.701	0.6221	1.552	1.355	1.372	1.615	0.6242	1.546	1.635	0.634	0.9153	1.657	0.6484	0.9983	1.585	1.649	1.289	1.359	0.6417	1.314	0.7568	0.7859	1.631	1.396	1.57	1.532	1.413	1.345	1.707	0.8998	1.774	1.787	1.363	0.6628	1.629	1.624	0.725	1.614	1.59	1.208	1.523	1.204	1.392	1.213	0.909	1.687	1.514	1.362	0.5972	0.8748	0.5943	1.197	0.7226	0.8454	1.664	0.8738	0.6177	1.278	1.488	1.37	0.7193	1.54	1.215	1.374	1.632	1.734	0.9373	1.643	1.671	1.039	1.681	0.7399	1.418	1.693	1.63	1.84	1.251	1.771	1.613	0.7404	1.403	1.653	0.1226	0.7247	0.6144	1.688	1.462	1.5	1.774	1.661	0.5876	1.684	0.6403	1.686	1.374	0.7716	0.9566	1.633	0.94	1.445	1.305	1.422	1.241	1.663
NC_021768	1.026	1.795	1.769	1.535	0.6114	1.531	1.345	1.505	0.4718	1.681	0.7064	1.523	1.35	1.426	1.601	0.6907	1.564	1.546	0.6991	0.8966	1.605	0.7045	0.9864	1.588	1.67	1.311	1.433	0.7121	1.261	0.5389	0.5721	1.661	1.358	1.527	1.562	1.443	1.32	1.716	0.9387	1.655	1.746	1.304	0.7289	1.624	1.611	0.576	1.671	1.602	1.295	1.547	1.289	1.375	1.242	0.8975	1.647	1.555	1.325	0.6819	0.916	0.6805	1.22	0.5761	0.8373	1.721	0.8686	0.6915	1.354	1.484	1.339	0.7777	1.542	1.26	1.39	1.633	1.711	0.933	1.625	1.754	1.052	1.718	0.5339	1.44	1.714	1.634	1.828	1.358	1.777	1.7	0.5378	1.387	1.602	0.7325	0.1226	0.7029	1.691	1.531	1.532	1.755	1.635	0.6992	1.674	0.7079	1.679	1.382	0.6398	0.9369	1.582	0.9453	1.474	1.386	1.397	1.239	1.609
NC_024055	1.014	1.852	1.77	1.504	0.6948	1.498	1.332	1.446	0.7118	1.743	0.6006	1.541	1.376	1.356	1.647	0.5882	1.533	1.658	0.5995	0.8592	1.583	0.6005	0.9591	1.556	1.588	1.36	1.391	0.6039	1.271	0.7267	0.7665	1.644	1.391	1.569	1.537	1.471	1.315	1.725	0.8943	1.701	1.724	1.351	0.6125	1.573	1.574	0.6929	1.586	1.588	1.189	1.521	1.175	1.387	1.273	0.8808	1.652	1.541	1.354	0.5387	0.8523	0.5517	1.213	0.6953	0.8037	1.666	0.8447	0.5746	1.289	1.438	1.292	0.6867	1.556	1.207	1.414	1.616	1.621	0.9416	1.653	1.644	1.015	1.693	0.7082	1.459	1.701	1.644	1.837	1.254	1.784	1.639	0.7031	1.348	1.601	0.6127	0.6979	0.1225	1.689	1.471	1.461	1.711	1.674	0.543	1.668	0.5924	1.695	1.364	0.7126	0.9384	1.572	0.885	1.427	1.33	1.374	1.288	1.612
NC_007230	1.692	1.863	1.464	1.694	1.684	1.762	1.726	1.684	1.724	1.477	1.631	1.52	1.665	1.698	1.303	1.662	1.535	1.673	1.665	1.697	1.17	1.639	1.662	1.553	1.663	1.651	1.674	1.642	1.683	1.61	1.63	1.62	1.667	1.691	1.626	1.673	1.682	1.371	1.712	1.287	1.866	1.723	1.666	1.618	1.629	1.686	1.713	1.601	1.607	1.49	1.624	1.762	1.688	1.608	1.714	1.539	1.689	1.62	1.718	1.602	1.689	1.698	1.663	1.447	1.621	1.604	1.725	1.718	1.699	1.678	1.527	1.674	1.711	1.267	1.389	1.714	1.425	1.496	1.752	1.406	1.606	1.705	1.488	1.651	1.859	1.673	1.863	1.634	1.609	1.773	1.643	1.683	1.68	1.687	0.1201	1.73	1.734	1.851	1.671	1.662	1.304	1.671	1.441	1.695	1.677	1.681	1.597	1.645	1.711	1.717	1.672	1.676	1.236
NC_022730	1.475	1.829	1.778	1.156	1.464	1.58	1.444	0.7107	1.465	1.76	1.461	1.602	1.337	1.472	1.684	1.437	1.595	1.68	1.437	1.428	1.662	1.462	1.448	1.619	1.705	1.413	1.334	1.444	1.482	1.474	1.504	1.646	1.306	1.54	1.613	1.365	1.421	1.701	1.556	1.715	1.697	1.455	1.456	1.667	1.625	1.475	1.67	1.603	1.421	1.576	1.422	1.564	1.371	1.506	1.711	1.623	1.494	1.399	1.359	1.4	1.477	1.477	1.496	1.705	1.476	1.48	1.403	1.428	1.547	1.464	1.644	1.41	1.481	1.708	1.662	1.482	1.699	1.757	1.403	1.694	1.465	0.9375	1.754	1.649	1.846	1.437	1.814	1.618	1.481	1.636	1.673	1.396	1.473	1.403	1.711	0.1252	0.8522	1.71	1.645	1.446	1.741	1.457	1.744	1.428	1.514	1.488	1.654	1.473	1.379	1.543	1.388	1.439	1.671
NC_022733	1.482	1.859	1.781	1.198	1.462	1.601	1.498	0.7065	1.465	1.765	1.431	1.573	1.37	1.446	1.665	1.47	1.578	1.644	1.468	1.442	1.636	1.444	1.412	1.652	1.677	1.432	1.357	1.418	1.496	1.453	1.488	1.699	1.31	1.599	1.663	1.421	1.438	1.744	1.499	1.74	1.736	1.496	1.45	1.648	1.58	1.505	1.669	1.631	1.446	1.603	1.402	1.598	1.466	1.449	1.704	1.611	1.489	1.424	1.448	1.417	1.498	1.513	1.427	1.739	1.514	1.468	1.482	1.426	1.498	1.449	1.602	1.433	1.517	1.736	1.657	1.454	1.726	1.741	1.388	1.704	1.446	0.9502	1.754	1.644	1.828	1.403	1.834	1.662	1.45	1.63	1.657	1.491	1.482	1.406	1.698	0.8682	0.1178	1.724	1.674	1.452	1.753	1.466	1.725	1.44	1.454	1.484	1.673	1.501	1.386	1.53	1.374	1.433	1.653
NC_014281	1.761	1.532	1.9	1.733	1.723	1.843	1.757	1.717	1.747	1.856	1.736	1.776	1.775	1.738	1.835	1.723	1.777	1.82	1.748	1.73	1.852	1.714	1.719	1.768	1.777	1.762	1.776	1.733	1.814	1.735	1.773	1.834	1.759	1.737	1.764	1.755	1.759	1.824	1.776	1.858	0.3332	1.775	1.717	1.806	1.762	1.744	1.821	1.796	1.745	1.794	1.732	1.801	1.709	1.727	1.769	1.763	1.787	1.714	1.71	1.712	1.727	1.734	1.756	1.797	1.806	1.696	1.696	1.777	1.794	1.686	1.784	1.718	1.763	1.829	1.802	1.782	1.837	1.831	1.72	1.863	1.734	1.749	1.839	1.767	1.594	1.758	1.509	1.793	1.733	1.867	1.758	1.779	1.758	1.717	1.866	1.74	1.754	0.1227	1.79	1.718	1.845	1.734	1.84	1.729	1.753	1.777	1.755	1.764	1.757	1.803	1.782	1.748	1.835
NC_025498	1.617	1.862	1.705	1.704	1.646	1.661	1.717	1.697	1.664	1.685	1.641	1.472	1.702	1.697	1.648	1.61	1.592	1.25	1.658	1.656	1.644	1.671	1.637	1.568	0.7444	1.605	1.695	1.651	1.637	1.679	1.686	0.8131	1.661	1.259	1.564	1.63	1.685	1.686	1.6	1.696	1.79	1.719	1.612	0.693	1.225	1.626	0.9553	0.8474	1.659	1.504	1.601	1.635	1.64	1.637	1.716	1.508	1.706	1.66	1.588	1.654	1.641	1.633	1.605	1.737	1.614	1.623	1.68	1.725	1.677	1.681	1.503	1.654	1.669	1.641	1.681	1.624	1.596	1.703	1.704	1.713	1.665	1.695	1.739	0.6937	1.858	1.652	1.85	0.9357	1.637	1.7	0.6865	1.648	1.645	1.672	1.686	1.677	1.7	1.784	0.1221	1.666	1.671	1.654	1.728	1.675	1.646	1.614	1.599	1.623	1.703	1.636	1.662	1.666	1.69
NC_027081	1.009	1.815	1.777	1.512	0.6828	1.507	1.389	1.453	0.6993	1.701	0.5709	1.522	1.331	1.375	1.637	0.5652	1.565	1.584	0.5741	0.854	1.609	0.5953	0.9715	1.591	1.617	1.193	1.323	0.5876	1.265	0.7209	0.7515	1.644	1.331	1.529	1.578	1.385	1.33	1.698	0.8642	1.715	1.716	1.369	0.6001	1.592	1.589	0.691	1.591	1.559	1.227	1.538	1.161	1.411	1.258	0.875	1.612	1.566	1.371	0.5014	0.8605	0.5148	1.183	0.6934	0.7875	1.665	0.8619	0.5574	1.279	1.453	1.337	0.6661	1.586	1.155	1.398	1.617	1.698	0.8614	1.611	1.742	1.032	1.702	0.702	1.433	1.733	1.597	1.832	1.292	1.77	1.603	0.6916	1.345	1.582	0.5897	0.6989	0.5469	1.669	1.512	1.489	1.711	1.665	0.1221	1.656	0.5647	1.677	1.376	0.7117	0.9015	1.558	0.8855	1.449	1.285	1.379	1.237	1.655
NC_019641	1.696	1.857	1.462	1.715	1.687	1.656	1.675	1.704	1.681	1.298	1.619	1.476	1.679	1.708	1.109	1.624	1.538	1.64	1.641	1.666	1.15	1.594	1.64	1.482	1.607	1.608	1.614	1.646	1.654	1.68	1.682	1.655	1.672	1.632	1.519	1.743	1.697	1.301	1.659	0.8659	1.817	1.698	1.647	1.58	1.552	1.665	1.663	1.662	1.629	1.429	1.642	1.707	1.684	1.668	1.701	1.477	1.658	1.643	1.691	1.647	1.713	1.668	1.62	1.294	1.644	1.643	1.676	1.732	1.693	1.631	1.509	1.719	1.718	0.801	1.199	1.677	1.237	1.269	1.715	1.277	1.678	1.728	1.394	1.639	1.874	1.569	1.862	1.633	1.66	1.691	1.667	1.671	1.666	1.65	1.3	1.753	1.762	1.833	1.66	1.634	0.1197	1.622	1.252	1.729	1.703	1.747	1.575	1.66	1.717	1.657	1.719	1.669	0.8179
NC_023522	0.9959	1.808	1.756	1.517	0.6924	1.519	1.377	1.47	0.73	1.735	0.6125	1.534	1.346	1.373	1.658	0.6079	1.536	1.629	0.612	0.8909	1.617	0.6178	1.017	1.637	1.684	1.315	1.39	0.6139	1.344	0.7195	0.7621	1.666	1.356	1.547	1.505	1.443	1.295	1.702	0.9225	1.666	1.73	1.354	0.6398	1.658	1.592	0.7039	1.613	1.62	1.239	1.499	1.207	1.437	1.258	0.8908	1.653	1.587	1.341	0.5679	0.8945	0.5756	1.205	0.7006	0.8363	1.647	0.8762	0.6072	1.312	1.513	1.366	0.7083	1.548	1.197	1.377	1.662	1.711	0.9287	1.643	1.676	1.045	1.698	0.7035	1.421	1.699	1.656	1.859	1.319	1.77	1.625	0.7016	1.44	1.631	0.641	0.7137	0.6	1.68	1.521	1.513	1.725	1.67	0.5675	1.623	0.1226	1.68	1.386	0.7318	0.9326	1.574	0.918	1.466	1.37	1.393	1.291	1.643
NC_027649	1.698	1.865	1.574	1.668	1.689	1.755	1.629	1.68	1.624	1.016	1.644	1.54	1.665	1.63	1.335	1.684	1.615	1.672	1.633	1.667	1.315	1.631	1.696	1.624	1.659	1.578	1.651	1.647	1.704	1.679	1.685	1.753	1.647	1.662	1.601	1.725	1.698	0.9526	1.691	1.345	1.831	1.64	1.657	1.639	1.666	1.695	1.712	1.713	1.632	1.531	1.682	1.765	1.65	1.661	1.648	1.562	1.63	1.661	1.693	1.669	1.715	1.699	1.641	0.8319	1.636	1.605	1.675	1.679	1.718	1.677	1.598	1.718	1.692	1.308	1.31	1.738	1.42	1.018	1.695	0.9905	1.677	1.684	1.531	1.663	1.86	1.65	1.836	1.717	1.683	1.743	1.661	1.679	1.664	1.674	1.433	1.754	1.729	1.829	1.699	1.666	1.252	1.659	0.1212	1.645	1.688	1.686	1.613	1.614	1.67	1.761	1.702	1.685	1.261
NC_016686	1.42	1.83	1.753	1.534	1.379	1.611	1.095	1.478	1.373	1.717	1.336	1.544	1.433	0.7678	1.616	1.358	1.582	1.581	1.374	1.361	1.638	1.316	1.381	1.629	1.665	1.347	1.482	1.369	1.397	1.369	1.414	1.611	1.483	1.563	1.558	1.462	1.159	1.711	1.491	1.658	1.748	1.133	1.436	1.64	1.596	1.348	1.651	1.645	1.294	1.558	1.344	1.507	1.341	1.4	1.595	1.579	1.107	1.414	1.349	1.392	1.381	1.348	1.395	1.713	1.358	1.419	1.372	1.506	1.414	1.426	1.556	1.395	1.181	1.64	1.688	1.455	1.661	1.684	1.407	1.673	1.352	1.457	1.732	1.655	1.834	1.337	1.793	1.644	1.357	1.502	1.613	1.386	1.384	1.364	1.712	1.49	1.484	1.723	1.678	1.397	1.742	1.396	1.663	0.1221	1.344	1.422	1.603	1.388	1.466	1.482	1.482	1.375	1.599
NC_028340	1.053	1.832	1.775	1.545	0.4223	1.551	1.309	1.477	0.6634	1.809	0.7299	1.582	1.396	1.392	1.642	0.72	1.578	1.649	0.725	0.8952	1.614	0.7385	1.053	1.625	1.706	1.293	1.4	0.7289	1.266	0.6591	0.6836	1.664	1.4	1.602	1.604	1.444	1.341	1.74	0.9216	1.686	1.733	1.345	0.7543	1.646	1.62	0.6369	1.615	1.648	1.28	1.564	1.227	1.458	1.288	0.9458	1.607	1.58	1.373	0.7011	0.929	0.7006	1.252	0.645	0.8531	1.715	0.914	0.7183	1.335	1.461	1.395	0.7998	1.628	1.244	1.404	1.683	1.709	0.9975	1.681	1.739	1.066	1.739	0.6426	1.441	1.756	1.683	1.821	1.35	1.786	1.643	0.6485	1.457	1.635	0.7717	0.6404	0.7139	1.695	1.565	1.498	1.752	1.65	0.7116	1.718	0.7256	1.706	1.341	0.1217	0.969	1.636	0.9558	1.436	1.381	1.43	1.287	1.641
NC_029400	1.16	1.837	1.772	1.537	0.9682	1.521	1.409	1.544	0.9532	1.719	0.8999	1.561	1.443	1.41	1.7	0.891	1.591	1.633	0.9175	0.9924	1.643	0.9257	1.107	1.54	1.65	1.366	1.456	0.9425	1.408	0.9609	0.9987	1.636	1.437	1.588	1.534	1.451	1.398	1.701	0.9868	1.765	1.777	1.379	0.9344	1.574	1.619	0.929	1.642	1.603	1.306	1.549	1.32	1.449	1.344	0.9912	1.68	1.526	1.365	0.9199	0.9548	0.9209	1.325	0.9362	0.9599	1.721	1.016	0.9017	1.358	1.498	1.37	0.9511	1.592	1.287	1.458	1.724	1.738	0.977	1.695	1.701	1.15	1.725	0.9453	1.493	1.721	1.663	1.889	1.326	1.792	1.621	0.9387	1.455	1.638	0.96	0.9384	0.9197	1.689	1.536	1.536	1.774	1.619	0.9017	1.755	0.9282	1.704	1.427	0.9743	0.1226	1.66	1.041	1.475	1.351	1.486	1.333	1.672
NC_030215	1.622	1.837	1.652	1.7	1.575	1.685	1.614	1.654	1.58	1.639	1.579	1.121	1.596	1.599	1.574	1.577	0.9536	1.561	1.593	1.594	1.54	1.584	1.627	1.219	1.671	1.555	1.57	1.607	1.623	1.584	1.611	1.66	1.6	1.488	1.413	1.653	1.583	1.655	1.635	1.576	1.761	1.601	1.55	1.575	1.484	1.604	1.566	1.593	1.558	1.153	1.595	1.725	1.616	1.647	1.616	1.247	1.606	1.612	1.647	1.596	1.696	1.612	1.63	1.628	1.56	1.614	1.582	1.655	1.634	1.649	1.193	1.628	1.631	1.614	1.625	1.66	1.617	1.673	1.624	1.645	1.576	1.663	1.689	1.632	1.86	1.603	1.826	1.554	1.585	1.773	1.607	1.631	1.578	1.576	1.603	1.681	1.691	1.735	1.59	1.544	1.601	1.58	1.626	1.603	1.63	1.645	0.1194	1.593	1.616	1.741	1.6	1.55	1.587
NC_028508	1.096	1.785	1.73	1.565	0.9461	1.528	1.378	1.488	0.9149	1.706	0.9114	1.557	1.356	1.404	1.562	0.8914	1.573	1.56	0.8993	0.9297	1.632	0.8888	1.063	1.577	1.641	1.309	1.312	0.8999	1.304	0.9657	0.9934	1.622	1.329	1.537	1.54	1.422	1.364	1.675	0.9826	1.639	1.737	1.36	0.9143	1.592	1.599	0.9304	1.63	1.617	1.286	1.504	1.243	1.392	1.337	0.7512	1.631	1.59	1.379	0.9046	0.9725	0.8926	1.298	0.9386	0.9364	1.663	0.6739	0.9108	1.395	1.462	1.309	0.9185	1.625	1.281	1.407	1.652	1.648	0.9937	1.703	1.676	1.131	1.629	0.9491	1.472	1.686	1.64	1.836	1.331	1.747	1.62	0.9564	1.33	1.624	0.9399	0.9499	0.8857	1.656	1.529	1.542	1.758	1.62	0.884	1.683	0.9071	1.623	1.38	0.9738	1.039	1.583	0.1229	1.429	1.307	1.373	1.274	1.685
NC_025328	1.416	1.841	1.78	1.451	1.451	1.409	1.437	1.389	1.523	1.761	1.436	1.567	1.198	1.491	1.718	1.455	1.648	1.704	1.369	1.482	1.671	1.41	1.447	1.623	1.697	1.346	1.199	1.39	1.505	1.473	1.507	1.727	1.187	1.666	1.6	0.6452	1.484	1.698	1.494	1.749	1.743	1.483	1.425	1.643	1.6	1.452	1.626	1.655	1.401	1.57	1.386	1.565	1.359	1.469	1.681	1.603	1.523	1.405	1.426	1.371	1.436	1.452	1.397	1.722	1.525	1.408	1.44	0.2376	1.454	1.469	1.629	1.483	1.585	1.732	1.715	1.43	1.745	1.707	1.4	1.747	1.463	1.453	1.73	1.64	1.85	1.451	1.82	1.596	1.46	1.598	1.639	1.446	1.483	1.433	1.713	1.462	1.45	1.756	1.706	1.449	1.736	1.468	1.697	1.476	1.435	1.472	1.636	1.433	0.1227	1.471	1.324	1.467	1.702
NC_024269	1.406	1.824	1.746	1.585	1.349	1.566	1.46	1.518	1.366	1.732	1.337	1.543	1.37	1.464	1.68	1.331	1.669	1.627	1.291	1.39	1.684	1.326	1.37	1.577	1.614	1.373	1.352	1.321	0.9848	1.359	1.404	1.657	1.416	1.59	1.641	1.554	1.408	1.757	1.347	1.726	1.785	1.489	1.302	1.63	1.65	1.315	1.673	1.626	1.015	1.588	0.9954	0.855	1.074	1.317	1.728	1.612	1.446	1.321	1.312	1.322	1.347	1.323	1.295	1.73	1.334	1.311	1.057	1.506	0.8634	1.384	1.632	1.35	1.527	1.694	1.711	1.376	1.673	1.775	1.374	1.743	1.336	1.541	1.782	1.674	1.838	1.407	1.775	1.678	1.363	0.8261	1.671	1.304	1.389	1.324	1.708	1.591	1.575	1.801	1.666	1.296	1.671	1.345	1.772	1.487	1.381	1.346	1.755	1.31	1.477	0.1226	1.447	0.9763	1.701
NC_022734	1.46	1.811	1.768	1.381	1.386	1.337	1.449	1.367	1.376	1.742	1.37	1.543	0.8598	1.452	1.656	1.372	1.541	1.628	1.38	1.33	1.592	1.401	1.396	1.554	1.632	1.381	0.8534	1.393	1.408	1.389	1.421	1.637	0.9052	1.609	1.597	1.244	1.471	1.699	1.418	1.706	1.809	1.459	1.357	1.636	1.579	1.384	1.627	1.645	1.357	1.527	1.323	1.424	1.322	1.339	1.692	1.575	1.512	1.368	1.378	1.378	1.414	1.406	1.324	1.706	1.365	1.355	1.332	1.338	1.398	1.454	1.583	1.392	1.511	1.672	1.713	1.407	1.648	1.725	1.381	1.717	1.381	1.384	1.75	1.639	1.856	1.314	1.832	1.593	1.382	1.576	1.628	1.421	1.394	1.371	1.68	1.45	1.43	1.773	1.665	1.373	1.733	1.387	1.719	1.482	1.426	1.484	1.612	1.373	1.323	1.442	0.1219	1.335	1.644
